primerid	contrast	nomP	coef	adjP	donorID	group_type	dir
CNPPD1	Time	0.168976984666867	0.00524788061427048	0.520827517889635	PTID4	B-naive	increasing over time
ZNF350	Time	0.121406960893455	0.00524517345183256	0.473837043512427	PTID4	B-naive	increasing over time
IKZF3	Time	0.22525632678817	0.00522808197229285	0.56919969899968	PTID4	B-naive	increasing over time
PMF1	Time	0.182229899077743	0.00521676734936816	0.533591290870296	PTID4	B-naive	increasing over time
HDGF	Time	0.266003370743869	0.00520387446421122	0.595734881930677	PTID4	B-naive	increasing over time
SF1	Time	0.233722440096189	0.00520224962033589	0.570168055004304	PTID4	B-naive	increasing over time
EIF3A	Time	0.195509894904584	0.00519161068173585	0.549932816987452	PTID4	B-naive	increasing over time
U2AF1L4	Time	0.0592211379751395	0.00518617147951828	0.372981492511127	PTID4	B-naive	increasing over time
ZNF506	Time	0.087310517506451	0.00518526525436175	0.427064164493257	PTID4	B-naive	increasing over time
ARIH2	Time	0.235073551783399	0.00518054108785693	0.570168055004304	PTID4	B-naive	increasing over time
DEGS1	Time	0.237496942407379	0.00518028176348045	0.573063197986678	PTID4	B-naive	increasing over time
ARRB2	Time	0.030784838659048	0.00517462287738221	0.301875777301551	PTID4	B-naive	increasing over time
B2M	Time	0.184248922308996	0.00515668868137986	0.53749858025314	PTID4	B-naive	increasing over time
RAB3GAP1	Time	0.0109706429167511	0.00515423612952363	0.205108594642463	PTID4	B-naive	increasing over time
PIP4P1	Time	0.306222242116216	0.00515301726844331	0.629942898067645	PTID4	B-naive	increasing over time
FAM177A1	Time	0.154452906440285	0.0051474598954899	0.505412381381511	PTID4	B-naive	increasing over time
EMB	Time	0.47096733407667	0.00514670474405704	0.728406516688963	PTID4	B-naive	increasing over time
TBRG1	Time	0.253757145544916	0.00513459183736145	0.58714249826241	PTID4	B-naive	increasing over time
HECTD4	Time	0.121477833089822	0.00512878409489151	0.473837043512427	PTID4	B-naive	increasing over time
MYC	Time	0.31816664593839	0.00511562681273794	0.635114625548035	PTID4	B-naive	increasing over time
UQCRB	Time	0.0786838518668217	0.00511067648036301	0.409602796319883	PTID4	B-naive	increasing over time
NSD1	Time	0.228928745324404	0.00510341810843756	0.570168055004304	PTID4	B-naive	increasing over time
SUN2	Time	0.0155809092491044	0.00510337560059698	0.240757063465614	PTID4	B-naive	increasing over time
ATM	Time	0.509193906206193	0.00509963760113041	0.749505079861573	PTID4	B-naive	increasing over time
FNBP4	Time	0.569858970718956	0.00509737024989515	0.784973132319711	PTID4	B-naive	increasing over time
DOCK2	Time	0.233864653338086	0.0050924694903583	0.570168055004304	PTID4	B-naive	increasing over time
MRPL9	Time	0.013714520196843	0.00508888482799344	0.226020665861035	PTID4	B-naive	increasing over time
UBE2D2	Time	0.398520341158498	0.00508836043094574	0.685659539448095	PTID4	B-naive	increasing over time
USF2	Time	0.281979573310526	0.00508260340973216	0.609308044290263	PTID4	B-naive	increasing over time
GALNT2	Time	0.0224738591303468	0.00506237448171504	0.271612640346762	PTID4	B-naive	increasing over time
TTC32	Time	0.207390633526017	0.0050604085922475	0.555810564308375	PTID4	B-naive	increasing over time
CASC4	Time	0.383364811468958	0.00505567494067993	0.672876826769168	PTID4	B-naive	increasing over time
COPZ1	Time	0.30322527373443	0.00504583284710167	0.628112145341929	PTID4	B-naive	increasing over time
MRPL57	Time	0.325106109567039	0.00503601920189217	0.638884480124774	PTID4	B-naive	increasing over time
